Image Pair,RGB Score,Thermal Score
FLIR_00116,0.8,0.7
FLIR_00120,0.3,0.8
FLIR_00121,0.8,0.8
FLIR_00122,0.7,0.6
FLIR_00124,0.7,0.6
FLIR_00126,0.9,0.4
FLIR_00125,0.7,0.8
FLIR_00127,0.7,0.8
FLIR_00140,0.4,0.3
FLIR_00143,0.4,0.8
FLIR_00139,0.4,0.8
FLIR_00158,0.3,0.3
FLIR_00157,0.8,0.3
FLIR_00159,0.7,0.8
FLIR_00160,0.4,0.6
FLIR_00161,0.7,0.7
FLIR_00162,0.4,0.9
FLIR_00163,0.4,0.8
FLIR_00165,0.8,0.8
FLIR_00164,0.4,0.8
FLIR_00170,0.4,0.3
FLIR_00176,0.7,0.2
FLIR_00186,0.7,0.6
FLIR_00187,0.9,0.6
FLIR_00188,0.8,0.6
FLIR_00189,1.0,0.3
FLIR_00192,0.9,0.3
FLIR_00190,0.9,0.7
FLIR_00193,0.9,0.6
FLIR_00194,0.9,0.3
FLIR_00195,0.5,0.4
FLIR_00196,0.9,0.4
FLIR_00197,0.7,Error
FLIR_00200,0.6,0.8
FLIR_00201,0.9,0.8
FLIR_00202,0.9,0.2
FLIR_00203,0.9,0.6
FLIR_00209,0.8,0.5
FLIR_00204,0.3,0.1
FLIR_00207,0.7,0.6
FLIR_00210,Error,0.8
FLIR_00211,0.3,0.8
FLIR_00212,0.3,0.2
FLIR_00213,0.8,Error
FLIR_00214,0.9,0.3
FLIR_00216,0.9,0.3
FLIR_00217,1.0,0.4
FLIR_00218,0.3,0.8
FLIR_00221,0.3,0.4
FLIR_00219,0.7,0.4
FLIR_00222,0.7,0.7
FLIR_00225,0.7,0.6
FLIR_00226,0.4,0.3
FLIR_00227,0.4,0.3
FLIR_00230,0.9,0.8
FLIR_00231,0.4,0.3
FLIR_00232,0.8,0.8
FLIR_00233,0.7,0.7
FLIR_00235,0.6,0.3
FLIR_00236,0.8,0.6
FLIR_00238,0.6,0.5
FLIR_00239,0.6,0.5
FLIR_00240,0.6,0.5
FLIR_00241,0.8,0.3
FLIR_00243,0.6,0.6
FLIR_00245,0.8,0.8
FLIR_00244,0.5,0.4
FLIR_00246,0.3,0.8
FLIR_00247,0.8,0.6
FLIR_00249,0.9,0.4
FLIR_00251,0.3,0.7
FLIR_00253,0.9,0.6
FLIR_00252,0.4,0.3
FLIR_00254,0.5,0.7
FLIR_00255,0.9,0.5
FLIR_00256,0.8,0.6
FLIR_00257,0.8,0.3
FLIR_00258,0.7,0.8
FLIR_00259,0.7,0.4
FLIR_00260,0.8,0.5
FLIR_00262,0.7,0.6
FLIR_00261,0.6,0.3
FLIR_00263,0.4,0.2
FLIR_00264,0.7,0.4
FLIR_00265,0.9,0.6
FLIR_00266,0.8,0.5
FLIR_00267,0.3,0.3
FLIR_00269,0.2,0.8
FLIR_00270,0.3,0.3
FLIR_00271,0.4,0.6
FLIR_00273,0.8,0.2
FLIR_00274,0.4,0.3
FLIR_00280,0.4,0.8
FLIR_00283,0.3,0.8
FLIR_00285,0.7,0.9
FLIR_00286,0.3,0.6
FLIR_00287,0.7,0.6
FLIR_00293,0.2,0.6
FLIR_00289,0.3,0.6
FLIR_00294,0.9,0.6
FLIR_00297,0.9,0.8
FLIR_00295,0.2,0.4
FLIR_00299,0.3,0.4
FLIR_00300,0.9,0.4
FLIR_00301,0.7,0.4
FLIR_00302,0.1,0.6
FLIR_00304,0.9,0.7
FLIR_00303,0.3,0.3
FLIR_00305,0.3,0.7
FLIR_00306,0.5,0.7
FLIR_00307,0.8,0.6
FLIR_00308,0.3,0.4
FLIR_00309,0.9,0.5
FLIR_00310,0.3,0.4
FLIR_00311,0.7,0.7
FLIR_00312,0.9,0.5
FLIR_00313,0.3,0.7
FLIR_00315,0.4,0.8
FLIR_00314,0.7,0.3
FLIR_00316,0.8,0.8
FLIR_00317,0.8,0.6
FLIR_00319,0.7,0.8
FLIR_00320,0.7,0.2
FLIR_00321,0.4,0.6
FLIR_00322,0.7,0.2
FLIR_00327,0.3,0.5
FLIR_00328,0.3,0.2
FLIR_00329,0.4,0.6
FLIR_00330,0.7,0.8
FLIR_00331,0.8,0.4
FLIR_00332,0.6,0.5
FLIR_00335,0.6,0.6
FLIR_00336,0.7,0.5
FLIR_00339,Error,0.3
FLIR_00340,0.4,0.5
FLIR_00341,0.6,0.5
FLIR_00342,0.7,0.5
FLIR_00343,0.7,0.3
FLIR_00344,0.8,0.3
FLIR_00345,0.8,0.5
FLIR_00347,0.7,0.7
FLIR_00349,0.8,0.3
FLIR_00350,0.9,0.3
FLIR_00351,0.4,0.8
FLIR_00352,0.7,0.8
FLIR_00353,0.8,0.5
FLIR_00355,0.9,0.2
FLIR_00356,0.4,0.6
FLIR_00358,0.9,0.6
FLIR_00359,0.9,0.4
FLIR_00360,0.9,0.3
FLIR_00363,1.0,0.2
FLIR_00366,0.9,0.6
FLIR_00367,1.0,0.3
FLIR_00368,0.9,0.2
FLIR_00371,0.7,0.6
FLIR_00369,1.0,0.5
FLIR_00372,0.7,0.8
FLIR_00373,0.3,Error
FLIR_00374,0.3,0.5
FLIR_00376,0.6,0.5
FLIR_00377,0.4,0.3
FLIR_00378,0.9,0.6
FLIR_00380,0.6,0.3
FLIR_00382,0.7,0.8
FLIR_00385,0.8,0.2
FLIR_00383,0.8,0.8
FLIR_00384,0.6,0.2
FLIR_00381,0.8,0.8
FLIR_00386,0.9,0.8
FLIR_00387,0.7,0.8
FLIR_00389,0.7,0.3
FLIR_00390,0.8,0.3
FLIR_00392,0.9,0.5
FLIR_00394,0.8,0.3
FLIR_00396,0.8,0.5
FLIR_00397,0.7,0.5
FLIR_00395,0.9,0.5
FLIR_00398,0.7,0.3
FLIR_00400,0.5,0.3
FLIR_00399,0.7,0.4
FLIR_00401,0.6,0.2
FLIR_00402,0.6,Error
FLIR_00403,0.6,0.8
FLIR_00404,0.4,0.3
FLIR_00406,0.8,0.5
FLIR_00407,0.9,0.4
FLIR_00410,0.7,0.8
FLIR_00411,0.5,0.5
FLIR_00412,0.5,0.3
FLIR_00415,0.7,0.8
FLIR_00413,0.3,0.8
FLIR_00417,0.8,0.3
FLIR_00418,0.9,0.3
FLIR_00424,0.6,0.2
FLIR_00426,0.6,0.4
FLIR_00419,0.8,0.5
FLIR_00428,0.8,0.5
FLIR_00429,0.8,0.3
FLIR_00430,0.6,0.5
FLIR_00431,0.5,0.8
FLIR_00434,0.8,0.3
FLIR_00436,0.9,0.5
FLIR_00437,0.8,0.1
FLIR_00439,0.8,Error
FLIR_00441,0.7,0.5
FLIR_00443,0.9,0.7
FLIR_00445,0.6,0.3
FLIR_00446,0.8,0.3
FLIR_00447,0.7,0.2
FLIR_00448,0.8,0.2
FLIR_00452,0.8,0.7
FLIR_00450,0.4,0.5
FLIR_00453,0.6,0.9
FLIR_00455,0.6,0.3
FLIR_00454,0.7,0.3
FLIR_00457,1.0,0.5
FLIR_00463,0.8,0.2
FLIR_00464,0.7,0.5
FLIR_00465,0.9,0.3
FLIR_00466,0.7,0.7
FLIR_00467,0.7,0.3
FLIR_00468,0.6,0.3
FLIR_00470,0.7,0.5
FLIR_00471,0.6,0.3
FLIR_00472,0.8,0.5
FLIR_00473,0.6,0.3
FLIR_00474,0.7,0.5
FLIR_00476,0.8,0.3
FLIR_00477,0.6,0.8
FLIR_00478,0.6,0.3
FLIR_00475,0.8,0.3
FLIR_00479,0.7,0.4
FLIR_00480,0.3,0.5
FLIR_00481,0.5,0.2
FLIR_00482,0.9,0.6
FLIR_00483,0.3,0.5
FLIR_00484,0.8,0.3
FLIR_00485,0.3,0.4
FLIR_00486,0.9,0.4
FLIR_00487,0.8,0.3
FLIR_00488,0.3,0.6
FLIR_00489,0.5,0.5
FLIR_00490,0.8,0.8
FLIR_00491,0.9,0.5
FLIR_00492,0.4,0.3
FLIR_00493,0.8,0.5
FLIR_00494,0.6,0.3
FLIR_00496,0.7,0.3
FLIR_00497,0.9,0.3
FLIR_00498,0.9,0.2
FLIR_00507,0.8,0.3
FLIR_00548,0.8,0.3
FLIR_00543,0.3,0.6
FLIR_00549,0.8,0.8
FLIR_00560,0.9,0.3
FLIR_00562,0.9,0.3
FLIR_00563,0.6,0.6
FLIR_00564,0.8,0.8
FLIR_00565,0.6,0.4
FLIR_00566,1.0,0.2
FLIR_00569,0.9,0.3
FLIR_00570,1.0,0.4
FLIR_00567,0.3,0.2
FLIR_00571,0.9,0.5
FLIR_00575,0.7,0.6
FLIR_00573,0.7,0.4
FLIR_00578,0.4,0.6
FLIR_00579,0.9,0.8
FLIR_00576,0.5,0.5
FLIR_00580,0.3,0.6
FLIR_00581,0.3,0.5
FLIR_00582,0.7,0.2
FLIR_00583,0.6,0.3
FLIR_00584,0.9,Error
FLIR_00585,0.3,0.3
FLIR_00586,0.6,0.5
FLIR_00587,0.6,0.3
FLIR_00591,0.8,0.7
FLIR_00595,0.4,0.3
FLIR_00598,0.6,Error
FLIR_00596,0.7,0.8
FLIR_00599,0.4,0.2
FLIR_00600,0.9,0.5
FLIR_00601,0.4,0.3
FLIR_00606,0.4,0.4
FLIR_00610,0.8,0.3
FLIR_00611,0.6,0.3
FLIR_00618,0.9,0.3
FLIR_00617,0.8,0.3
FLIR_00619,0.5,0.3
FLIR_00620,0.4,0.8
FLIR_00622,0.9,0.3
FLIR_00621,0.3,0.7
FLIR_00624,0.8,0.4
FLIR_00625,0.8,0.8
FLIR_00623,0.9,0.3
FLIR_00626,0.4,0.6
FLIR_00627,0.9,0.5
FLIR_00629,0.3,0.3
FLIR_00628,0.9,0.7
FLIR_00631,0.8,0.8
FLIR_00632,0.8,0.4
FLIR_00633,0.6,0.8
FLIR_00634,0.6,0.8
FLIR_00636,0.5,0.7
FLIR_00637,0.4,0.5
FLIR_00638,0.8,0.3
FLIR_00640,0.4,0.8
FLIR_00639,0.9,0.8
FLIR_00641,0.3,0.6
FLIR_00642,0.5,0.3
FLIR_00644,0.8,0.6
FLIR_00643,0.7,0.5
FLIR_00645,0.9,0.5
FLIR_00648,0.9,0.5
FLIR_00647,0.8,0.4
FLIR_00646,0.7,0.5
FLIR_00649,0.5,0.3
FLIR_00651,0.6,0.3
FLIR_00668,0.8,0.2
FLIR_00662,0.8,0.2
FLIR_00669,0.8,0.3
FLIR_00670,0.6,0.8
FLIR_00674,0.9,0.3
FLIR_00679,0.4,0.5
FLIR_00684,0.7,0.6
FLIR_00685,0.7,0.5
FLIR_00689,0.7,0.4
FLIR_00687,0.9,0.5
FLIR_00690,0.7,0.6
FLIR_00692,0.6,0.2
FLIR_00691,0.5,0.8
FLIR_00693,0.8,0.5
FLIR_00694,0.7,0.6
FLIR_00695,0.6,0.3
FLIR_00696,0.6,0.8
FLIR_00697,0.7,0.5
FLIR_00698,0.5,0.5
FLIR_00699,0.7,0.4
FLIR_00700,0.7,0.3
FLIR_00701,0.7,0.7
FLIR_00702,0.8,0.8
FLIR_00704,0.8,0.3
FLIR_00703,0.9,0.3
FLIR_00706,0.7,0.2
FLIR_00707,0.7,0.2
FLIR_00708,0.3,0.3
FLIR_00709,0.5,0.1
FLIR_00710,0.8,0.2
FLIR_00713,0.6,0.4
FLIR_00712,0.6,0.8
FLIR_00714,0.5,0.2
FLIR_00715,0.5,0.2
FLIR_00716,0.5,0.3
FLIR_00719,0.7,0.3
FLIR_00721,0.6,0.3
FLIR_00720,0.7,0.4
FLIR_00722,0.9,0.3
FLIR_00724,0.7,0.8
FLIR_00723,0.7,0.8
FLIR_00727,0.6,0.7
FLIR_00728,0.5,0.2
FLIR_00729,0.5,0.2
FLIR_00731,0.6,0.2
FLIR_00732,0.7,0.2
FLIR_00730,0.7,0.5
FLIR_00733,0.6,0.9
FLIR_00735,0.6,0.8
FLIR_00734,0.8,0.7
FLIR_00736,0.7,0.5
FLIR_00737,0.7,0.8
FLIR_00738,0.8,0.5
FLIR_00739,0.7,0.5
FLIR_00741,0.7,0.6
FLIR_00747,0.8,0.5
FLIR_00742,0.8,0.5
FLIR_00749,0.7,0.2
FLIR_00743,0.8,0.5
FLIR_00752,0.7,0.5
FLIR_00753,0.6,0.5
FLIR_00754,0.6,0.7
FLIR_00756,0.7,0.5
FLIR_00757,0.7,0.8
FLIR_00759,0.8,0.5
FLIR_00761,0.7,0.3
FLIR_00764,0.7,0.2
FLIR_00762,0.6,0.3
FLIR_00766,0.5,0.2
FLIR_00767,0.8,0.3
FLIR_00769,0.7,0.8
FLIR_00772,0.7,0.2
FLIR_00775,0.8,0.2
FLIR_00773,0.7,0.2
FLIR_00780,0.8,0.5
FLIR_00778,0.6,0.5
FLIR_00782,0.9,0.2
FLIR_00783,0.8,0.5
FLIR_00784,0.6,0.3
FLIR_00785,0.3,0.5
FLIR_00786,0.7,0.8
FLIR_00787,0.7,0.4
FLIR_00793,0.4,0.4
FLIR_00794,0.3,0.3
FLIR_00798,0.7,0.5
FLIR_00802,0.7,0.3
FLIR_00810,0.3,0.3
FLIR_00811,0.8,0.3
FLIR_00813,0.5,Error
FLIR_00812,0.4,0.6
FLIR_00814,0.8,0.2
FLIR_00816,0.8,0.2
FLIR_00815,0.7,0.1
FLIR_00819,0.4,0.3
FLIR_00817,0.4,0.6
FLIR_00820,0.5,0.3
FLIR_00823,0.3,0.2
FLIR_00824,0.6,0.2
FLIR_00825,0.3,0.2
FLIR_00827,0.7,0.6
FLIR_00828,0.9,0.3
FLIR_00831,0.9,0.2
FLIR_00830,0.9,0.2
FLIR_00834,0.8,0.8
FLIR_00832,0.9,0.8
FLIR_00833,0.4,0.1
FLIR_00835,0.9,0.3
FLIR_00836,0.9,0.6
FLIR_00838,0.9,0.4
FLIR_00837,0.7,0.4
FLIR_00839,0.8,0.5
FLIR_00840,0.5,0.8
FLIR_00841,0.7,0.3
FLIR_00842,0.4,0.8
FLIR_00845,0.4,0.3
FLIR_00843,0.7,0.8
FLIR_00847,0.9,0.5
FLIR_00844,0.5,0.5
FLIR_00849,0.7,0.2
FLIR_00848,0.7,0.4
FLIR_00850,0.8,0.6
FLIR_00846,0.9,0.5
FLIR_00851,0.8,0.3
FLIR_00853,0.8,0.2
FLIR_00854,0.9,0.8
FLIR_00856,0.7,0.4
FLIR_00857,0.9,0.5
FLIR_00858,0.5,0.2
FLIR_00855,0.7,0.3
FLIR_00859,0.8,0.8
FLIR_00860,0.7,0.5
FLIR_00861,0.9,0.5
FLIR_00862,0.7,0.3
FLIR_00867,0.7,0.5
FLIR_00865,0.9,0.7
FLIR_00868,0.9,0.8
FLIR_00870,0.6,0.8
FLIR_00869,0.9,0.2
FLIR_00874,0.5,0.3
FLIR_00866,0.6,0.3
FLIR_00875,0.6,0.3
FLIR_00877,0.9,0.2
FLIR_00879,0.4,0.3
FLIR_00882,0.7,0.6
FLIR_00871,0.9,0.8
FLIR_00883,0.9,0.5
FLIR_00881,0.8,0.4
FLIR_00886,0.3,0.2
FLIR_00893,0.7,0.3
FLIR_00884,0.7,0.2
FLIR_00898,0.6,0.8
FLIR_00915,0.3,0.2
FLIR_00903,0.4,0.3
FLIR_00892,0.3,0.4
FLIR_00916,0.8,0.5
FLIR_00919,0.6,Error
FLIR_00885,0.4,0.3
FLIR_00918,0.7,0.2
FLIR_00922,0.9,0.6
FLIR_00920,0.8,0.5
FLIR_00921,0.6,0.5
FLIR_00923,0.5,0.4
FLIR_00928,0.5,0.4
FLIR_00929,0.7,0.8
FLIR_00931,0.8,0.5
FLIR_00927,0.6,0.3
FLIR_00930,0.3,0.9
FLIR_00933,0.7,0.8
FLIR_00932,0.6,0.6
FLIR_00934,0.3,0.4
FLIR_00935,0.6,0.2
FLIR_00938,0.6,0.2
FLIR_00936,0.7,0.3
FLIR_00940,0.8,0.3
FLIR_00939,0.9,0.8
FLIR_00942,0.6,0.3
FLIR_00946,0.6,0.8
FLIR_00945,0.4,0.3
FLIR_00947,0.4,0.3
FLIR_00944,0.4,0.8
FLIR_00950,0.7,0.3
FLIR_00951,0.4,0.8
FLIR_00952,0.8,0.3
FLIR_00954,0.5,0.8
FLIR_00955,0.4,0.5
FLIR_00956,0.7,0.4
FLIR_00958,0.7,0.8
FLIR_00953,0.5,0.8
FLIR_00959,0.6,0.8
FLIR_00962,0.8,0.4
FLIR_00960,0.3,0.6
FLIR_00961,0.7,0.8
FLIR_00963,0.3,0.3
FLIR_00964,0.4,0.5
FLIR_00965,0.7,0.8
FLIR_00966,0.8,0.3
FLIR_00973,0.9,0.2
FLIR_00970,0.7,0.3
FLIR_00972,0.5,0.8
FLIR_00969,0.8,0.3
FLIR_00977,0.4,0.4
FLIR_00981,0.8,0.6
FLIR_00979,0.7,0.3
FLIR_00984,0.6,0.9
FLIR_00987,0.8,0.2
FLIR_00985,0.8,0.8
FLIR_00980,0.7,0.2
FLIR_00988,0.6,0.3
FLIR_00991,0.7,0.3
FLIR_00989,0.7,0.8
FLIR_00994,0.6,0.8
FLIR_00993,0.4,0.8
FLIR_00992,0.9,0.7
FLIR_00996,0.5,0.4
FLIR_00995,0.6,0.8
FLIR_00998,0.4,0.8
FLIR_00999,0.8,0.4
FLIR_01000,0.8,0.8
FLIR_01001,0.8,0.8
FLIR_01002,0.3,0.7
FLIR_01005,0.3,0.7
FLIR_01003,0.4,0.7
FLIR_01004,0.3,0.3
FLIR_01007,0.3,0.6
FLIR_01006,0.9,0.7
FLIR_01010,0.3,0.6
FLIR_01008,0.7,0.7
FLIR_01009,0.3,0.7
FLIR_01013,0.6,0.3
FLIR_01011,0.8,0.8
FLIR_01014,0.3,0.2
FLIR_01015,0.8,Error
FLIR_01017,0.7,0.2
FLIR_01021,0.9,0.2
FLIR_01018,0.3,0.5
FLIR_01019,0.8,0.2
FLIR_01023,0.6,0.3
FLIR_01022,0.9,0.7
FLIR_01024,0.3,0.5
FLIR_01026,0.3,0.6
FLIR_01028,0.3,0.2
FLIR_01027,0.3,0.3
FLIR_01029,0.4,0.3
FLIR_01030,0.3,0.6
FLIR_01032,0.6,0.8
FLIR_01031,0.7,0.7
FLIR_01034,0.6,0.2
FLIR_01036,0.3,0.5
FLIR_01044,0.3,0.9
FLIR_01035,0.5,0.3
FLIR_01059,0.4,Error
FLIR_01047,0.3,0.2
FLIR_01068,0.6,0.4
FLIR_01070,0.7,0.4
FLIR_01074,0.4,0.3
FLIR_01076,0.6,0.8
FLIR_01075,0.6,0.8
FLIR_01078,0.3,0.4
FLIR_01079,0.8,0.5
FLIR_01077,0.6,0.2
FLIR_01082,0.8,0.4
FLIR_01081,0.7,0.4
FLIR_01080,0.6,0.5
FLIR_01083,0.6,0.5
FLIR_01084,0.6,0.2
FLIR_01085,0.8,0.6
FLIR_01087,0.6,0.3
FLIR_01090,0.5,0.8
FLIR_01088,0.6,0.8
FLIR_01089,0.8,0.3
FLIR_01093,0.8,0.6
FLIR_01094,0.6,0.3
FLIR_01091,0.4,0.5
FLIR_01092,0.6,0.8
FLIR_01096,0.9,0.6
FLIR_01130,0.7,0.6
FLIR_01172,0.8,0.4
FLIR_01137,0.7,0.3
FLIR_01157,0.3,0.4
FLIR_01212,0.5,0.3
FLIR_01219,0.8,0.6
FLIR_01220,0.9,0.3
FLIR_01182,0.6,0.3
FLIR_01221,0.8,0.3
FLIR_01223,0.4,0.3
FLIR_01233,0.3,0.6
FLIR_01239,0.9,0.7
FLIR_01244,0.8,0.4
FLIR_01264,0.9,0.4
FLIR_01278,0.3,0.3
FLIR_01293,0.7,0.6
FLIR_01302,Error,0.8
FLIR_01303,0.8,0.8
FLIR_01305,0.6,0.6
FLIR_01323,0.6,0.6
FLIR_01351,0.6,0.5
FLIR_01387,0.8,0.2
FLIR_01388,0.7,0.8
FLIR_01397,0.4,0.8
FLIR_01410,0.5,0.5
FLIR_01133,0.3,0.6
FLIR_01414,0.6,0.4
FLIR_01237,0.4,0.3
FLIR_01439,0.6,0.4
FLIR_01195,0.5,0.7
FLIR_01415,0.3,0.8
FLIR_01446,0.3,0.5
FLIR_01451,0.6,0.3
FLIR_01478,0.5,0.8
FLIR_01455,0.7,0.4
FLIR_01463,1.0,0.8
FLIR_01474,0.5,0.5
FLIR_01495,0.9,0.5
FLIR_01509,0.8,0.5
FLIR_01505,0.6,0.8
FLIR_01511,0.7,0.3
FLIR_01501,0.9,0.5
FLIR_01558,0.9,0.5
FLIR_01560,0.3,0.4
FLIR_01561,0.7,0.3
FLIR_01567,0.8,0.2
FLIR_01566,0.8,0.3
FLIR_01569,0.8,0.5
FLIR_01570,0.9,0.8
FLIR_01568,0.5,0.4
FLIR_01576,0.3,0.8
FLIR_01584,0.4,0.3
FLIR_01585,0.7,0.5
FLIR_01594,0.3,0.4
FLIR_01603,0.8,0.4
FLIR_01575,0.8,0.6
FLIR_01604,0.8,0.5
FLIR_01605,0.7,0.5
FLIR_01606,0.8,0.8
FLIR_01607,0.3,0.3
FLIR_01615,0.6,0.3
FLIR_01628,0.9,0.5
FLIR_01608,0.8,0.3
FLIR_01629,0.3,0.4
FLIR_01642,0.3,0.3
FLIR_01647,0.4,0.4
FLIR_01619,0.5,0.3
FLIR_01648,0.4,0.6
FLIR_01651,0.5,0.8
FLIR_01650,0.7,0.6
FLIR_01649,0.3,0.8
FLIR_01653,0.4,0.2
FLIR_01652,0.7,0.7
FLIR_01657,0.7,0.3
FLIR_01692,0.7,0.7
FLIR_01655,0.8,0.8
FLIR_01667,0.8,0.3
FLIR_01693,0.7,0.4
FLIR_01656,0.3,0.3
FLIR_01694,0.7,0.8
FLIR_01696,0.7,0.6
FLIR_01695,0.8,0.6
FLIR_01697,0.7,0.6
FLIR_01698,0.7,0.6
FLIR_01699,0.7,0.9
FLIR_01700,0.7,0.8
FLIR_01703,0.7,0.8
FLIR_01701,0.7,0.6
FLIR_01702,0.7,0.8
FLIR_01704,0.7,0.8
FLIR_01705,0.7,0.3
FLIR_01709,0.7,0.8
FLIR_01710,0.8,0.3
FLIR_01712,0.7,0.8
FLIR_01711,0.7,0.8
FLIR_01715,0.8,0.6
FLIR_01713,0.7,0.4
FLIR_01716,0.9,0.4
FLIR_01714,0.9,0.7
FLIR_01717,0.7,0.7
FLIR_01718,0.7,0.4
FLIR_01723,0.7,0.4
FLIR_01724,0.4,0.6
FLIR_01725,0.6,0.4
FLIR_01726,0.7,Error
FLIR_01727,0.9,0.8
FLIR_01728,0.9,0.6
FLIR_01729,0.8,0.6
FLIR_01730,0.7,0.8
FLIR_01731,0.7,0.8
FLIR_01732,0.8,0.3
FLIR_01733,0.6,0.2
FLIR_01734,0.8,0.3
FLIR_01735,0.8,0.3
FLIR_01736,0.7,0.7
FLIR_01737,0.7,0.3
FLIR_01738,0.7,0.3
FLIR_01739,0.7,0.7
FLIR_01740,0.8,0.3
FLIR_01741,0.7,0.3
FLIR_01742,0.7,0.3
FLIR_01743,0.8,0.8
FLIR_01744,0.7,0.3
FLIR_01745,0.8,0.3
FLIR_01746,0.7,0.8
FLIR_01747,0.8,0.7
FLIR_01748,0.7,0.8
FLIR_01750,0.7,0.3
FLIR_01751,0.7,0.3
FLIR_01752,0.7,0.8
FLIR_01749,0.8,0.3
FLIR_01754,0.7,0.3
FLIR_01753,0.8,0.3
FLIR_01755,0.8,0.3
FLIR_01756,Error,0.3
FLIR_01758,0.8,0.3
FLIR_01757,Error,0.3
FLIR_01759,0.8,0.3
FLIR_01760,0.7,0.8
FLIR_01761,0.8,0.6
FLIR_01762,0.8,0.9
FLIR_01763,Error,0.8
FLIR_01764,0.8,0.3
FLIR_01768,0.7,0.9
FLIR_01766,0.8,0.7
FLIR_01767,0.7,0.9
FLIR_01770,0.7,0.6
FLIR_01769,0.7,0.6
FLIR_01771,0.7,0.7
FLIR_01772,0.9,0.6
FLIR_01773,0.9,0.5
FLIR_01774,0.6,0.3
FLIR_01776,0.7,0.3
FLIR_01775,0.7,0.6
FLIR_01778,0.8,0.3
FLIR_01777,0.7,0.6
FLIR_01779,0.8,0.4
FLIR_01780,0.8,0.5
FLIR_01781,0.8,0.6
FLIR_01783,0.8,0.7
FLIR_01782,0.9,0.5
FLIR_01791,0.6,0.1
FLIR_01784,0.7,0.7
FLIR_01792,0.8,0.3
FLIR_01795,0.7,0.8
FLIR_01794,0.8,0.6
FLIR_01793,0.6,0.3
FLIR_01796,0.7,0.7
FLIR_01797,0.7,0.3
FLIR_01799,0.7,0.2
FLIR_01798,0.9,0.7
FLIR_01800,0.4,0.9
FLIR_01801,0.7,0.8
FLIR_01807,0.7,0.2
FLIR_01808,0.7,0.5
FLIR_01809,0.7,0.2
FLIR_01810,0.7,0.2
FLIR_01811,0.7,0.2
FLIR_01812,0.7,0.3
FLIR_01813,0.9,0.2
FLIR_01816,0.7,0.5
FLIR_01814,0.6,0.5
FLIR_01815,0.7,0.6
FLIR_01817,0.7,0.5
FLIR_01820,0.8,0.6
FLIR_01818,0.8,0.6
FLIR_01819,0.7,0.6
FLIR_01821,0.7,0.5
FLIR_01822,0.7,0.6
FLIR_01824,0.8,0.7
FLIR_01823,0.7,0.4
FLIR_01825,0.8,0.8
FLIR_01826,0.8,0.6
FLIR_01827,0.8,0.6
FLIR_01830,0.8,0.8
FLIR_01829,0.7,0.5
FLIR_01831,0.8,0.6
FLIR_01828,0.8,0.6
FLIR_01834,0.7,0.6
FLIR_01833,0.7,0.3
FLIR_01832,0.8,0.6
FLIR_01836,0.8,0.7
FLIR_01835,0.7,0.6
FLIR_01837,0.8,0.8
FLIR_01838,0.8,0.8
FLIR_01839,0.8,0.6
FLIR_01840,0.8,0.4
FLIR_01841,0.9,0.6
FLIR_01843,Error,0.6
FLIR_01842,0.8,0.8
FLIR_01844,0.7,0.7
FLIR_01845,0.8,0.6
FLIR_01846,0.8,0.6
FLIR_01847,0.7,0.6
FLIR_01848,0.8,0.7
FLIR_01849,0.7,0.5
