Image Pair,RGB Score,Thermal Score
03763.png,0.9,0.7
03005.png,0.3,0.4
01612.png,1.0,0.8
02333.png,1.0,0.9
00524.png,0.7,0.6
00242.png,0.7,0.9
02455.png,0.9,0.4
03993.png,0.8,0.6
04024.png,0.3,0.7
02441.png,0.5,0.6
03987.png,0.7,0.7
04030.png,0.7,0.8
00256.png,0.3,0.4
01148.png,0.3,0.6
00530.png,0.8,0.3
03039.png,0.7,0.6
02327.png,0.9,0.3
01149.png,0.6,0.4
00257.png,0.4,0.4
04031.png,0.8,0.8
03986.png,0.7,0.8
02440.png,1.0,0.6
02326.png,0.9,0.6
03038.png,0.7,0.6
00531.png,0.6,0.3
00525.png,0.4,0.7
02332.png,0.9,0.8
04025.png,0.3,0.8
03992.png,0.6,0.6
02454.png,0.9,0.6
00243.png,0.4,0.3
03762.png,0.7,0.8
01175.png,0.7,0.2
01613.png,0.9,0.8
03004.png,0.8,0.4
03010.png,0.8,0.9
00519.png,0.7,0.4
01607.png,0.7,0.5
01161.png,0.6,0.4
03776.png,0.5,0.8
04019.png,0.4,0.7
02468.png,0.7,0.8
03945.png,0.7,0.6
02483.png,0.8,0.6
00294.png,0.4,0.7
01834.png,0.7,0.4
01820.png,0.7,0.7
00280.png,0.4,0.9
03951.png,0.3,0.6
02497.png,0.9,0.5
03789.png,0.6,0.8
03979.png,0.7,0.3
01808.png,0.7,0.8
00733.png,0.6,0.8
02124.png,0.8,0.9
02642.png,0.6,0.9
00055.png,0.4,0.3
00041.png,0.7,0.3
02656.png,0.7,0.8
03548.png,0.8,0.7
02130.png,0.7,0.6
01439.png,0.8,0.8
00727.png,0.7,0.5
03206.png,0.7,0.3
02118.png,0.9,0.6
01411.png,0.6,0.4
00069.png,0.4,0.4
01377.png,0.8,0.4
03560.png,0.9,0.6
03574.png,0.7,0.4
01363.png,0.8,0.4
01405.png,0.8,0.3
03212.png,0.7,0.8
00928.png,0.6,0.8
01388.png,0.8,0.4
00096.png,0.6,0.7
02859.png,0.7,0.5
02681.png,1.0,0.9
02695.png,0.9,0.9
00082.png,0.3,0.8
00914.png,0.6,0.7
02865.png,0.7,0.3
02871.png,0.8,0.6
00900.png,0.6,0.7
00647.png,0.7,0.5
01559.png,0.4,0.6
02050.png,0.7,0.8
03428.png,0.7,0.6
02736.png,0.4,0.9
00121.png,0.6,0.7
00135.png,0.7,0.6
02722.png,0.8,0.8
02044.png,0.7,0.6
00653.png,0.4,0.8
03372.png,0.8,0.9
01565.png,0.6,0.6
01203.png,0.4,0.9
03414.png,0.4,0.7
03400.png,0.7,0.5
01217.png,0.3,0.3
00109.png,0.7,0.5
01571.png,0.3,0.3
02078.png,0.9,0.6
03366.png,0.8,0.9
02093.png,0.7,0.6
00684.png,0.7,0.8
02939.png,0.7,0.8
00848.png,0.3,0.6
00690.png,0.7,0.5
03399.png,0.7,0.7
02087.png,0.7,0.6
00860.png,0.4,0.6
02911.png,0.8,0.6
02905.png,0.8,0.4
00874.png,0.7,0.3
00323.png,0.4,0.3
02534.png,0.8,0.7
04145.png,0.9,0.8
02252.png,1.0,0.6
01983.png,0.7,0.8
00445.png,0.4,0.3
01997.png,0.9,0.8
00451.png,0.4,0.9
03158.png,0.3,0.8
02246.png,0.9,0.4
02520.png,0.9,0.5
04151.png,0.8,0.7
00337.png,0.6,0.6
01029.png,0.7,0.6
02508.png,0.9,0.3
04179.png,0.6,0.8
03616.png,0.7,0.8
01001.png,0.5,0.3
01767.png,0.9,0.6
00479.png,0.4,0.7
03170.png,0.7,0.6
03164.png,0.7,0.8
01773.png,0.8,0.6
01015.png,0.8,0.7
03602.png,0.8,0.8
04186.png,0.7,0.7
03831.png,0.6,0.6
01940.png,0.7,0.8
00486.png,0.4,0.3
01798.png,0.4,0.8
02291.png,1.0,0.8
02285.png,0.9,0.6
01954.png,0.6,0.8
00492.png,0.7,0.6
04192.png,0.7,0.6
03825.png,0.8,0.8
01968.png,0.7,0.8
03819.png,0.7,0.7
02293.png,0.7,0.6
00484.png,0.8,0.3
01942.png,0.8,0.8
03833.png,0.3,0.8
04184.png,0.7,0.6
03827.png,0.7,0.3
04190.png,0.7,0.3
00490.png,0.7,0.3
01956.png,0.8,0.8
03199.png,0.6,0.3
02287.png,0.7,0.4
03172.png,0.6,0.6
01765.png,0.8,0.6
01003.png,0.4,0.7
03614.png,0.7,0.7
03600.png,0.8,0.8
01017.png,0.7,0.4
00309.png,0.7,0.3
01771.png,0.8,0.6
02278.png,0.9,0.6
03166.png,0.9,0.6
00447.png,0.4,0.6
01981.png,0.4,0.8
01759.png,0.9,0.6
02250.png,0.9,0.8
03628.png,0.7,0.7
04147.png,0.7,0.8
02536.png,0.7,0.9
00321.png,0.7,0.5
00335.png,0.6,0.7
04153.png,0.8,0.8
02522.png,1.0,0.6
02244.png,0.9,0.6
00453.png,0.8,0.8
01995.png,1.0,0.6
02913.png,0.7,0.6
00862.png,0.4,0.6
00876.png,0.8,0.4
02907.png,0.7,0.6
00686.png,0.7,0.5
01598.png,0.9,0.3
02091.png,0.7,0.7
02085.png,0.7,0.8
00692.png,0.6,0.5
02708.png,0.7,0.7
03416.png,0.9,0.7
01201.png,0.7,0.9
01567.png,0.4,0.6
00679.png,0.7,0.5
03370.png,0.7,0.8
03364.png,0.7,0.6
01573.png,0.3,0.6
01215.png,0.7,0.8
03402.png,0.7,0.6
00123.png,0.4,0.4
02734.png,0.8,0.8
02052.png,0.9,0.7
00645.png,0.7,0.5
00889.png,0.6,0.8
00651.png,0.7,0.5
03358.png,0.8,0.6
02046.png,0.8,0.6
02720.png,0.8,0.8
00137.png,0.7,0.4
01229.png,0.7,0.8
02867.png,0.7,0.3
00916.png,0.8,0.6
00902.png,0.6,0.8
02873.png,0.9,0.3
02683.png,0.7,0.6
00094.png,0.3,0.7
00080.png,0.4,0.5
02697.png,0.9,0.6
03589.png,0.7,0.9
03562.png,0.7,0.7
01375.png,0.8,0.4
01413.png,0.4,0.4
03204.png,0.7,0.6
03210.png,0.7,0.2
00719.png,0.7,0.6
01407.png,0.4,0.7
01361.png,0.8,0.5
03576.png,0.8,0.4
02668.png,0.9,0.5
01349.png,0.8,0.7
00057.png,0.8,0.5
02898.png,0.8,0.3
02640.png,0.6,0.8
02126.png,0.7,0.9
03238.png,0.7,0.8
00731.png,0.7,0.6
00725.png,0.7,0.4
02132.png,0.7,0.6
02654.png,0.7,0.8
00043.png,0.7,0.3
01836.png,0.7,0.9
01188.png,0.8,0.8
00296.png,0.3,0.9
02481.png,0.9,0.3
03947.png,0.3,0.6
02495.png,0.7,0.5
03953.png,0.4,0.8
00282.png,0.4,0.7
01822.png,0.7,0.3
03006.png,0.3,0.4
02318.png,0.8,0.6
01611.png,0.7,0.8
00269.png,0.7,0.7
01177.png,0.7,0.2
03760.png,0.3,0.9
03774.png,0.7,0.8
01163.png,0.4,0.7
01605.png,0.9,0.5
03012.png,0.9,0.9
00533.png,0.8,0.4
02324.png,0.9,0.6
02442.png,0.9,0.4
03984.png,0.6,0.7
04033.png,0.7,0.9
00255.png,0.3,0.6
00241.png,0.4,0.7
02456.png,0.7,0.9
03990.png,0.6,0.6
04027.png,0.4,0.4
03748.png,0.6,0.9
02330.png,0.9,0.6
01639.png,0.3,0.8
00527.png,0.8,0.4
03749.png,0.5,0.8
04026.png,0.7,0.7
03991.png,0.4,0.6
02457.png,0.7,0.9
00240.png,0.7,0.7
00526.png,0.8,0.4
01638.png,0.7,0.3
02331.png,1.0,0.6
02325.png,0.9,0.6
00532.png,0.7,0.4
00254.png,0.3,0.8
04032.png,0.7,0.9
03985.png,0.7,0.6
02443.png,0.6,0.6
01162.png,0.3,0.2
03775.png,0.8,0.8
03013.png,0.8,0.9
01604.png,0.9,0.7
01610.png,0.9,0.8
02319.png,0.9,0.3
03007.png,0.3,0.4
03761.png,0.9,0.7
01176.png,0.7,0.2
00268.png,0.3,0.3
00283.png,0.3,0.4
03952.png,0.3,0.8
02494.png,0.7,0.5
01823.png,0.6,0.8
01837.png,0.6,0.9
03946.png,0.7,0.7
02480.png,0.7,0.2
00297.png,0.3,0.9
01189.png,0.7,0.7
02133.png,0.4,0.7
00724.png,0.6,0.6
00042.png,0.4,0.3
02655.png,0.7,0.8
02641.png,0.3,0.9
02899.png,0.9,0.3
00056.png,0.7,0.8
01348.png,0.8,0.4
00730.png,0.6,0.3
03239.png,0.7,0.3
02127.png,0.7,0.6
01406.png,0.8,0.3
00718.png,0.3,0.9
03211.png,0.7,0.3
02669.png,0.9,0.9
03577.png,0.9,0.3
01360.png,0.8,0.4
01374.png,0.8,0.5
03563.png,0.8,0.6
03205.png,0.7,0.2
01412.png,0.7,0.6
03588.png,0.8,0.9
02696.png,0.9,0.9
00081.png,0.6,0.7
00095.png,0.4,0.4
02682.png,0.9,0.6
00903.png,0.3,0.5
02872.png,0.8,0.6
02866.png,0.8,0.3
00917.png,0.3,0.4
02047.png,0.7,0.8
03359.png,0.8,0.9
00650.png,0.7,0.5
00888.png,0.3,0.6
01228.png,0.7,0.9
00136.png,0.7,0.4
02721.png,0.8,0.8
02735.png,0.7,0.9
00122.png,0.7,0.7
00644.png,0.6,0.3
02053.png,0.7,0.8
01572.png,0.8,0.6
03365.png,0.4,0.6
03403.png,0.7,0.6
01214.png,0.4,0.5
01200.png,0.4,0.3
03417.png,0.8,0.7
02709.png,0.8,0.8
03371.png,0.8,0.6
00678.png,0.7,0.8
01566.png,0.6,0.8
00693.png,0.7,0.4
02084.png,0.7,0.8
02090.png,0.7,0.6
01599.png,0.9,0.3
00687.png,0.7,0.6
00877.png,0.4,0.4
02906.png,0.4,0.6
02912.png,0.9,0.8
00863.png,0.7,0.7
02523.png,0.7,0.6
04152.png,0.8,0.8
00334.png,0.7,0.9
01994.png,1.0,0.6
00452.png,0.7,0.5
02245.png,0.7,0.4
02251.png,1.0,0.6
01758.png,0.9,0.6
01980.png,0.7,0.8
00446.png,0.4,0.5
00320.png,0.4,0.3
02537.png,0.7,0.3
04146.png,0.8,0.5
03629.png,0.8,0.8
00308.png,0.7,0.9
01016.png,0.7,0.6
03601.png,0.8,0.7
03167.png,0.9,0.9
02279.png,1.0,0.7
01770.png,0.9,0.6
01764.png,0.8,0.6
03173.png,0.7,0.8
03615.png,0.8,0.7
01002.png,0.7,0.6
04191.png,0.4,0.6
03826.png,0.4,0.8
02286.png,0.9,0.7
03198.png,0.7,0.3
01957.png,0.8,0.8
00491.png,0.7,0.6
01943.png,0.7,0.8
00485.png,0.4,0.5
02292.png,0.7,0.7
04185.png,0.7,0.6
03832.png,0.4,0.8
01924.png,0.4,0.7
02593.png,0.9,0.4
03855.png,0.3,0.6
00384.png,0.3,0.5
00390.png,0.7,0.7
02587.png,0.9,0.6
03841.png,0.8,0.7
03699.png,0.7,0.8
01930.png,0.7,0.9
01918.png,0.7,0.8
03869.png,0.7,0.7
02236.png,0.8,0.4
03128.png,0.7,0.8
00421.png,0.7,0.4
01059.png,0.4,0.7
00347.png,0.3,0.4
04121.png,0.6,0.6
02550.png,0.6,0.7
