Image Pair,RGB Score,Thermal Score
FLIR0423,0.2,0.5
FLIR0424,0.1,0.4
FLIR0425,0.2,0.6
FLIR0426,0.1,0.4
FLIR0427,0.2,0.3
FLIR0428,0.2,0.3
FLIR0429,0.2,0.5
FLIR0430,0.2,0.5
FLIR0431,0.2,0.4
FLIR0432,0.2,0.4
FLIR0433,0.2,0.3
FLIR0434,0.2,0.4
FLIR0435,0.2,0.3
FLIR0436,0.2,0.4
FLIR0437,0.2,0.4
FLIR0438,0.1,0.4
FLIR0439,0.2,0.3
FLIR0440,0.2,0.4
FLIR0441,0.2,0.3
FLIR0442,0.1,0.3
FLIR0443,0.1,0.2
FLIR0444,0.2,0.4
FLIR0445,0.2,0.3
FLIR0446,0.2,0.3
FLIR0447,0.2,0.3
FLIR0448,0.2,0.4
FLIR0449,0.2,0.3
FLIR0450,0.2,0.3
FLIR0451,0.2,0.3
FLIR0452,0.2,0.4
FLIR0453,0.2,0.3
FLIR0454,0.1,0.2
FLIR0455,0.2,0.3
FLIR0456,0.2,0.4
FLIR0457,0.2,0.4
FLIR0458,0.2,0.3
FLIR0459,0.2,0.3
FLIR0460,0.2,0.3
FLIR0461,0.2,0.3
FLIR0462,0.2,0.2
FLIR0463,0.2,0.2
FLIR0464,0.2,0.4
FLIR0465,0.2,0.4
FLIR0466,0.2,0.3
FLIR0467,0.2,0.4
FLIR0468,0.2,0.3
FLIR0469,0.2,0.5
FLIR0470,0.2,0.4
FLIR0471,0.2,0.3
FLIR0472,0.2,0.3
FLIR0473,0.2,0.3
FLIR0474,0.2,0.3
FLIR0475,0.2,0.4
FLIR0476,0.2,0.3
FLIR0477,0.2,0.4
FLIR0478,0.2,0.4
FLIR0479,0.2,0.4
FLIR0480,0.2,0.4
FLIR0481,0.2,0.4
FLIR0482,0.2,0.4
FLIR0483,0.2,0.4
FLIR0484,0.2,0.4
FLIR0485,0.2,0.3
FLIR0486,0.2,0.4
FLIR0487,0.2,0.3
FLIR0488,0.2,0.2
FLIR0489,0.2,0.4
FLIR0490,0.2,0.4
FLIR0491,0.2,0.3
FLIR0492,0.2,0.4
FLIR0493,0.2,0.4
FLIR0494,0.2,0.4
FLIR0495,0.2,0.4
FLIR0496,0.1,0.4
FLIR0497,0.2,0.4
FLIR0498,0.2,0.4
FLIR0499,0.2,0.3
FLIR0500,0.2,0.4
FLIR0501,0.1,0.3
FLIR0502,0.1,0.2
FLIR0503,0.2,0.2
FLIR0504,0.2,0.4
FLIR0505,0.1,0.2
FLIR0506,0.1,0.2
FLIR0507,0.2,0.2
FLIR0508,0.1,0.3
FLIR0509,0.1,0.2
FLIR0510,0.1,0.3
FLIR0511,0.1,0.2
FLIR0512,0.1,0.2
FLIR0513,0.1,0.4
FLIR0514,0.1,0.2
FLIR0515,0.1,0.2
FLIR0516,0.1,0.3
FLIR0517,0.2,0.2
FLIR0518,0.2,0.2
FLIR0519,0.2,0.2
FLIR0520,0.1,0.2
FLIR0521,0.1,0.2
FLIR0522,0.1,0.2
FLIR0523,0.1,0.2
FLIR0524,0.1,0.2
FLIR0525,0.2,0.2
FLIR0526,0.1,0.2
FLIR0527,0.1,0.3
FLIR0528,0.1,0.2
FLIR0529,0.1,0.3
FLIR0530,0.1,0.2
FLIR0531,0.1,0.3
FLIR0532,0.1,0.2
FLIR0533,0.1,0.2
FLIR0534,0.1,0.2
FLIR0535,0.1,0.3
FLIR0536,0.2,0.3
FLIR0537,0.1,0.2
FLIR0538,0.1,0.3
FLIR0539,0.1,0.2
FLIR0540,0.1,0.2
FLIR0541,0.1,0.4
FLIR0542,0.1,0.2
FLIR0543,0.1,0.2
FLIR0544,0.1,0.2
FLIR0545,0.1,0.2
FLIR0546,0.2,0.3
FLIR0547,0.1,0.2
FLIR0548,0.2,0.3
FLIR0549,0.2,0.3
FLIR0550,0.2,0.3
FLIR0551,0.1,0.3
FLIR0552,0.1,0.3
FLIR0553,0.1,0.2
FLIR0554,0.2,0.2
FLIR0555,0.2,0.4
FLIR0556,0.2,0.4
FLIR0557,0.2,0.3
FLIR0559,0.2,0.2
FLIR0560,0.2,0.2
FLIR0561,0.1,0.2
FLIR0562,0.1,0.2
FLIR0563,0.2,0.3
FLIR0564,0.1,0.2
FLIR0565,0.2,0.2
FLIR0566,0.1,0.2
FLIR0567,0.1,0.3
FLIR0568,0.2,0.2
FLIR0569,0.2,0.2
FLIR0570,0.1,0.2
FLIR0571,0.1,0.2
FLIR0572,0.2,0.2
FLIR0573,0.2,0.3
FLIR0574,0.1,0.2
FLIR0575,0.1,0.2
FLIR0576,0.1,0.2
FLIR0577,0.1,0.2
FLIR0578,0.1,0.2
FLIR0579,0.1,0.2
FLIR0580,0.1,0.2
FLIR0581,0.1,0.3
FLIR0582,0.1,0.2
FLIR0583,0.1,0.2
FLIR0584,0.2,0.2
FLIR0585,0.1,0.2
FLIR0586,0.1,0.2
FLIR0587,0.2,0.2
FLIR0588,0.1,0.2
FLIR0589,0.1,0.2
FLIR0590,0.1,0.2
FLIR0591,0.1,0.2
FLIR0592,0.1,0.2
FLIR0593,0.1,0.2
FLIR0594,0.1,0.3
FLIR0595,0.1,0.2
FLIR0596,0.1,0.2
FLIR0597,0.1,0.2
FLIR0598,0.1,0.2
FLIR0599,0.1,0.2
FLIR0600,0.1,0.2
FLIR0601,0.1,0.2
FLIR0602,0.1,0.2
FLIR0603,0.1,0.2
FLIR0604,0.1,0.2
FLIR0605,0.1,0.2
FLIR0606,0.1,0.2
FLIR0607,0.2,0.2
FLIR0608,0.2,0.2
FLIR0609,0.1,0.2
FLIR0610,0.2,0.2
FLIR0611,0.1,0.2
FLIR0612,0.1,0.2
FLIR0613,0.1,0.2
FLIR0614,0.1,0.2
FLIR0615,0.1,0.3
FLIR0616,0.1,0.2
FLIR0617,0.1,0.2
FLIR0618,0.1,0.2
FLIR0619,0.1,0.2
FLIR0620,0.1,0.2
FLIR0621,0.1,0.2
FLIR0622,0.1,0.2
FLIR0623,0.1,0.2
FLIR0624,0.1,0.2
FLIR0625,0.1,0.2
FLIR0626,0.1,0.2
FLIR0627,0.1,0.2
FLIR0628,0.1,0.2
FLIR0629,0.2,0.2
FLIR0630,0.1,0.2
FLIR0631,0.1,0.2
FLIR0632,0.1,0.2
FLIR0633,0.1,0.2
FLIR0635,0.1,0.2
FLIR0636,0.1,0.3
FLIR0637,0.1,0.2
FLIR0638,0.1,0.2
FLIR0639,0.2,0.2
FLIR0640,0.1,0.2
FLIR0641,0.1,0.2
FLIR0642,0.1,0.2
FLIR0643,0.1,0.2
FLIR0644,0.1,0.2
FLIR0645,0.1,0.2
FLIR0646,0.1,0.2
FLIR0647,0.1,0.2
FLIR0648,0.1,0.2
FLIR0649,0.1,0.3
FLIR0650,0.1,0.2
FLIR0651,0.1,0.2
FLIR0652,0.1,0.2
FLIR0653,0.1,0.2
FLIR0654,0.1,0.2
FLIR0655,0.1,0.2
FLIR0656,0.1,0.2
FLIR0657,0.1,0.2
FLIR0658,0.1,0.2
FLIR0659,0.1,0.2
FLIR0660,0.1,0.2
FLIR0661,0.1,0.2
FLIR0662,0.1,0.2
FLIR0663,0.1,0.2
FLIR0664,0.1,0.2
FLIR0665,0.1,0.2
FLIR0666,0.1,0.2
FLIR0667,0.1,0.2
FLIR0668,0.1,0.2
FLIR0669,0.1,0.2
FLIR0670,0.1,0.2
FLIR0671,0.1,0.2
FLIR0672,0.1,0.2
FLIR0673,0.1,0.2
FLIR0674,0.1,0.2
FLIR0675,0.1,0.2
FLIR0676,0.1,0.2
FLIR0677,0.1,0.2
FLIR0678,0.1,0.2
FLIR0679,0.1,0.2
FLIR0680,0.1,0.2
FLIR0681,0.1,0.2
FLIR0682,0.1,0.2
FLIR0683,0.1,0.2
FLIR0684,0.1,0.2
FLIR0685,0.1,0.2
FLIR0686,0.1,0.2
FLIR0687,0.1,0.2
FLIR0688,0.1,0.2
FLIR0689,0.1,0.2
FLIR0690,0.1,0.2
FLIR0691,0.1,0.2
FLIR0692,0.1,0.2
FLIR0693,0.1,0.2
FLIR0694,0.1,0.3
FLIR0695,0.1,0.3
FLIR0696,0.1,0.2
FLIR0697,0.1,0.3
FLIR0698,0.1,0.3
FLIR0699,0.1,0.2
FLIR0700,0.1,0.2
FLIR0701,0.1,0.2
FLIR0702,0.1,0.2
FLIR0703,0.1,0.2
FLIR0704,0.1,0.2
FLIR0705,0.1,0.2
FLIR0706,0.1,0.2
FLIR0707,0.1,0.2
FLIR0708,0.1,0.2
FLIR0709,0.1,0.2
FLIR0710,0.1,0.2
FLIR0711,0.1,0.2
FLIR0712,0.1,0.2
FLIR0713,0.1,0.1
FLIR0714,0.1,0.2
FLIR0715,0.1,0.2
FLIR0716,0.1,0.2
FLIR0717,0.1,0.2
FLIR0718,0.1,0.2
FLIR0719,0.1,0.2
FLIR0720,0.1,0.2
FLIR0721,0.1,0.2
FLIR0722,0.1,0.2
FLIR0723,0.1,0.2
FLIR0724,0.1,0.2
FLIR0725,0.1,0.2
FLIR0726,0.1,0.2
FLIR0727,0.1,0.2
FLIR0728,0.1,0.2
FLIR0729,0.1,0.2
FLIR0730,0.1,0.2
FLIR0731,0.1,0.2
FLIR0732,0.1,0.2
FLIR0733,0.1,0.2
FLIR0734,0.1,0.2
FLIR0735,0.1,0.2
FLIR0736,0.1,0.2
FLIR0737,0.1,0.2
FLIR0738,0.1,0.2
FLIR0739,0.1,0.2
FLIR0740,0.1,0.2
FLIR0741,0.1,0.2
FLIR0742,0.1,0.2
FLIR0743,0.1,0.2
FLIR0744,0.1,0.2
FLIR0745,0.1,0.2
FLIR0746,0.1,0.2
FLIR0747,0.1,0.2
FLIR0748,0.1,0.2
FLIR0749,0.1,0.2
FLIR0750,0.1,0.2
FLIR0751,0.1,0.2
FLIR0752,0.1,0.2
FLIR0753,0.1,0.2
FLIR0754,0.1,0.2
FLIR0755,0.1,0.2
FLIR0756,0.1,0.2
FLIR0757,0.1,0.2
FLIR0758,0.1,0.2
FLIR0759,0.1,0.2
FLIR0760,0.1,0.2
FLIR0761,0.1,0.2
FLIR0762,0.1,0.2
FLIR0763,0.1,0.2
FLIR0764,0.1,0.3
FLIR0765,0.1,0.3
FLIR0766,0.1,0.2
FLIR0767,0.1,0.2
FLIR0768,0.1,0.2
FLIR0769,0.1,0.2
FLIR0770,0.1,0.2
FLIR0771,0.2,0.2
FLIR0772,0.1,0.2
FLIR0773,0.1,0.2
FLIR0774,0.1,0.2
FLIR0775,0.1,0.2
FLIR0776,0.1,0.2
FLIR0777,0.1,0.2
FLIR0778,0.1,0.2
FLIR0779,0.1,0.2
FLIR0780,0.1,0.2
FLIR0781,0.1,0.2
FLIR0782,0.1,0.2
FLIR0783,0.1,0.2
FLIR0784,0.1,0.2
FLIR0785,0.1,0.2
FLIR0786,0.1,0.2
FLIR0787,0.1,0.2
FLIR0788,0.1,0.2
FLIR0789,0.1,0.2
FLIR0790,0.1,0.2
FLIR0791,0.1,0.2
FLIR0792,0.1,0.2
FLIR0793,0.1,0.2
FLIR0794,0.1,0.2
FLIR0795,0.2,0.2
FLIR0796,0.1,0.2
FLIR0797,0.1,0.3
FLIR0798,0.1,0.2
FLIR0799,0.1,0.2
FLIR0800,0.1,0.2
FLIR0801,0.1,0.2
FLIR0802,0.1,0.2
FLIR0803,0.1,0.2
FLIR0804,0.1,0.2
FLIR0805,0.1,0.2
FLIR0806,0.1,0.2
FLIR0807,0.1,0.2
FLIR0808,0.1,0.3
FLIR0809,0.1,0.2
FLIR0810,0.1,0.2
FLIR0811,0.1,0.2
FLIR0812,0.1,0.2
FLIR0813,0.1,0.2
FLIR0814,0.1,0.2
FLIR0815,0.1,0.2
FLIR0816,0.1,0.2
FLIR0817,0.1,0.2
FLIR0818,0.1,0.2
FLIR0819,0.1,0.2
FLIR0820,0.1,0.2
FLIR0821,0.1,0.2
FLIR0822,0.1,0.2
FLIR0823,0.1,0.3
FLIR0824,0.1,0.2
FLIR0825,0.1,0.2
FLIR0826,0.1,0.2
FLIR0827,0.1,0.2
FLIR0828,0.1,0.2
FLIR0829,0.1,0.2
FLIR0830,0.1,0.2
FLIR0831,0.1,0.2
FLIR0832,0.1,0.2
FLIR0833,0.1,0.2
FLIR0834,0.1,0.2
FLIR0835,0.1,0.2
FLIR0836,0.1,0.2
FLIR0837,0.1,0.3
FLIR0838,0.1,0.2
FLIR0839,0.1,0.2
FLIR0840,0.1,0.2
FLIR0841,0.1,0.2
FLIR0842,0.1,0.2
FLIR0843,0.1,0.2
FLIR0844,0.1,0.2
FLIR0845,0.1,0.2
FLIR0846,0.1,0.2
FLIR0847,0.1,0.2
FLIR0848,0.1,0.2
FLIR0849,0.1,0.2
FLIR0850,0.1,0.3
FLIR0851,0.1,0.2
FLIR0852,0.1,0.2
FLIR0853,0.1,0.3
FLIR0854,0.1,0.2
FLIR0855,0.1,0.3
FLIR0856,0.1,0.2
FLIR0857,0.1,0.2
FLIR0858,0.1,0.2
FLIR0859,0.1,0.2
FLIR0860,0.1,0.1
FLIR0861,0.1,0.2
FLIR0862,0.1,0.2
FLIR0863,0.1,0.2
FLIR0864,0.1,0.2
FLIR0865,0.1,0.1
FLIR0866,0.1,0.2
FLIR0867,0.1,0.2
FLIR0868,0.1,0.3
FLIR0869,0.1,0.2
FLIR0870,0.1,0.2
FLIR0871,0.1,0.2
FLIR0872,0.1,0.2
FLIR0873,0.1,0.2
FLIR0874,0.1,0.2
FLIR0875,0.1,0.2
FLIR0876,0.1,0.2
FLIR0877,0.1,0.2
FLIR0878,0.1,0.2
FLIR0879,0.1,0.2
FLIR0880,0.1,0.2
FLIR0881,0.1,0.2
FLIR0882,0.1,0.2
FLIR0883,0.1,0.2
FLIR0884,0.1,0.2
FLIR0885,0.1,0.2
FLIR0886,0.1,0.2
FLIR0887,0.1,0.2
FLIR0889,0.1,0.2
FLIR0890,0.1,0.2
FLIR0891,0.1,0.2
FLIR0892,0.1,0.2
FLIR0893,0.1,0.2
FLIR0894,0.1,0.2
FLIR0895,0.1,0.2
FLIR0896,0.1,0.2
FLIR0897,0.1,0.2
FLIR0898,0.1,0.2
FLIR0899,0.1,0.2
FLIR0900,0.1,0.2
FLIR0901,0.1,0.2
FLIR0902,0.1,0.2
FLIR0903,0.1,0.2
FLIR0904,0.1,0.3
FLIR0905,0.1,0.3
FLIR0906,0.1,0.2
FLIR0907,0.1,0.2
FLIR0908,0.1,0.2
FLIR0909,0.1,0.2
FLIR0910,0.1,0.2
FLIR0911,0.1,0.2
FLIR0912,0.1,0.2
FLIR0913,0.1,0.2
FLIR0914,0.1,0.2
FLIR0915,0.1,0.3
FLIR0916,0.1,0.2
FLIR0917,0.1,0.2
FLIR0918,0.1,0.2
FLIR0919,0.1,0.2
FLIR0920,0.2,0.2
FLIR0921,0.1,0.3
FLIR0922,0.1,0.2
FLIR0923,0.1,0.2
FLIR0924,0.1,0.2
FLIR0925,0.1,0.3
FLIR0926,0.1,0.2
FLIR0927,0.1,0.2
FLIR0928,0.2,0.2
FLIR0929,0.1,0.2
FLIR0930,0.1,0.3
FLIR0931,0.1,0.2
FLIR0932,0.1,0.2
FLIR0933,0.1,0.2
FLIR0934,0.1,0.2
FLIR0935,0.1,0.2
FLIR0936,0.1,0.2
FLIR0937,0.1,0.2
FLIR0938,0.1,0.2
FLIR0939,0.1,0.2
FLIR0940,0.1,0.2
FLIR0941,0.1,0.2
FLIR0942,0.1,0.2
FLIR0943,0.1,0.2
FLIR0944,0.1,0.2
FLIR0945,0.1,0.2
FLIR0946,0.1,0.2
FLIR0947,0.1,0.2
FLIR0948,0.1,0.2
FLIR0949,0.1,0.2
